航班ID,日期,国际/国内,航班号,起飞机场,降落机场,起飞时间,降落时间,飞机ID,机型,旅客数,联程旅客数,座位数,重要系数
1433,2017/5/7,国际,513,7,50,2017/5/7 11:25,2017/5/7 13:10,16,2,161,0,161,1.5 
1434,2017/5/8,国际,513,7,50,2017/5/8 11:25,2017/5/8 13:10,16,2,161,0,161,1.5 
1435,2017/5/6,国际,516,50,6,2017/5/6 18:25,2017/5/6 19:45,38,2,127,0,161,1.5 
1436,2017/5/7,国际,522,32,7,2017/5/7 16:30,2017/5/7 19:00,85,2,128,0,155,1.5 
1437,2017/5/5,国内,141,25,66,2017/5/5 6:50,2017/5/5 9:25,73,2,60,0,161,1.0 
1438,2017/5/6,国际,83,50,8,2017/5/6 9:20,2017/5/6 12:40,80,2,146,0,161,1.5 
1439,2017/5/7,国际,83,50,8,2017/5/7 9:20,2017/5/7 12:40,55,2,150,0,161,1.5 
1440,2017/5/5,国际,83,50,8,2017/5/5 9:20,2017/5/5 12:40,80,2,140,0,161,1.5 
1441,2017/5/8,国际,83,50,8,2017/5/8 9:20,2017/5/8 12:40,53,2,145,0,161,1.5 
1442,2017/5/5,国际,88,8,50,2017/5/5 13:55,2017/5/5 17:45,80,2,124,0,161,1.5 
1443,2017/5/7,国际,88,8,50,2017/5/7 13:55,2017/5/7 17:45,55,2,108,0,161,1.5 
1444,2017/5/8,国际,88,8,50,2017/5/8 13:55,2017/5/8 17:45,53,2,121,0,161,1.5 
1445,2017/5/6,国际,88,8,50,2017/5/6 13:55,2017/5/6 17:45,80,2,123,0,161,1.5 
1446,2017/5/7,国际,176,50,20,2017/5/7 17:55,2017/5/7 23:30,15,2,109,0,161,1.5 
1447,2017/5/7,国际,186,20,50,2017/5/7 8:25,2017/5/7 13:40,111,2,116,0,161,1.5 
1448,2017/5/7,国际,149,61,11,2017/5/7 13:40,2017/5/7 16:10,87,2,88,0,155,1.5 
1449,2017/5/6,国际,149,61,11,2017/5/6 13:40,2017/5/6 16:10,85,2,124,0,155,1.5 
1450,2017/5/6,国际,159,11,61,2017/5/6 17:10,2017/5/6 19:30,85,2,125,0,155,1.5 
1451,2017/5/7,国际,159,11,61,2017/5/7 17:10,2017/5/7 19:30,87,2,120,0,155,1.5 
1452,2017/5/6,国际,406,50,3,2017/5/6 9:15,2017/5/6 23:55,138,4,243,0,255,2.0 
1453,2017/5/8,国际,406,50,3,2017/5/8 9:15,2017/5/8 23:55,138,4,242,0,255,2.0 
1454,2017/5/7,国际,412,3,50,2017/5/7 1:55,2017/5/7 17:25,138,4,255,0,255,2.0 
1455,2017/5/5,国际,486,15,61,2017/5/5 17:40,2017/5/5 19:05,85,2,90,0,155,1.5 
1456,2017/5/8,国际,486,15,61,2017/5/8 17:40,2017/5/8 19:05,116,2,52,0,161,1.5 
1457,2017/5/6,国际,486,15,61,2017/5/6 17:40,2017/5/6 19:05,17,2,51,0,161,1.5 
1458,2017/5/7,国际,486,15,61,2017/5/7 17:40,2017/5/7 19:05,17,2,48,0,161,1.5 
1459,2017/5/5,国际,484,61,15,2017/5/5 15:00,2017/5/5 16:35,85,2,66,0,155,1.5 
1460,2017/5/6,国际,484,61,15,2017/5/6 15:00,2017/5/6 16:35,17,2,38,0,161,1.5 
1461,2017/5/7,国际,484,61,15,2017/5/7 15:00,2017/5/7 16:35,17,2,63,0,161,1.5 
1462,2017/5/8,国际,484,61,15,2017/5/8 15:00,2017/5/8 16:35,116,2,41,0,161,1.5 
1463,2017/5/7,国际,5,49,12,2017/5/7 8:50,2017/5/7 11:40,106,2,45,0,161,1.5 
1464,2017/5/7,国际,6,12,49,2017/5/7 12:40,2017/5/7 15:30,106,2,102,0,161,1.5 
1465,2017/5/7,国际,13,13,49,2017/5/7 18:15,2017/5/7 21:15,10,2,51,0,161,1.5 
1466,2017/5/6,国际,20,50,19,2017/5/6 14:10,2017/5/6 17:35,104,2,129,0,161,1.5 
1467,2017/5/8,国际,20,50,19,2017/5/8 14:10,2017/5/8 17:35,16,2,115,0,161,1.5 
1468,2017/5/6,国际,22,19,50,2017/5/6 18:35,2017/5/6 22:00,104,2,125,0,161,1.5 
1469,2017/5/7,国际,11,49,13,2017/5/7 13:55,2017/5/7 17:15,10,2,61,0,161,1.5 
1470,2017/5/8,国际,22,19,50,2017/5/8 18:35,2017/5/8 22:00,16,2,91,0,161,1.5 
1471,2017/5/6,国际,294,78,50,2017/5/6 8:40,2017/5/6 11:45,57,2,71,46,161,1.5 
1472,2017/5/8,国际,294,78,50,2017/5/8 8:40,2017/5/8 11:45,58,2,85,32,161,1.5 
1473,2017/5/7,国际,294,78,50,2017/5/7 8:40,2017/5/7 11:45,58,2,94,45,161,1.5 
1474,2017/5/5,国际,294,78,50,2017/5/5 8:40,2017/5/5 11:45,57,2,95,59,161,1.5 
1475,2017/5/6,国际,199,21,49,2017/5/6 15:50,2017/5/6 20:10,11,2,79,22,161,1.5 
1476,2017/5/7,国际,199,21,49,2017/5/7 15:50,2017/5/7 20:10,11,2,68,21,161,1.5 
1477,2017/5/5,国际,192,52,49,2017/5/5 8:05,2017/5/5 9:35,6,2,111,10,161,1.5 
1478,2017/5/6,国际,192,52,49,2017/5/6 8:05,2017/5/6 9:35,11,2,85,20,161,1.5 
1479,2017/5/7,国际,192,52,49,2017/5/7 8:05,2017/5/7 9:35,11,2,47,30,161,1.5 
1480,2017/5/8,国际,192,52,49,2017/5/8 8:05,2017/5/8 9:35,11,2,68,4,161,1.5 
1481,2017/5/5,国际,199,49,52,2017/5/5 21:10,2017/5/5 22:40,6,2,107,14,161,1.5 
1482,2017/5/6,国际,199,49,52,2017/5/6 21:10,2017/5/6 22:40,11,2,94,22,161,1.5 
1483,2017/5/7,国际,199,49,52,2017/5/7 21:10,2017/5/7 22:40,11,2,78,21,161,1.5 
1484,2017/5/8,国际,199,49,52,2017/5/8 21:10,2017/5/8 22:40,11,2,47,9,161,1.5 
1485,2017/5/6,国际,192,49,21,2017/5/6 10:35,2017/5/6 14:50,11,2,50,20,161,1.5 
1486,2017/5/7,国际,192,49,21,2017/5/7 10:35,2017/5/7 14:50,11,2,46,30,161,1.5 
1487,2017/5/5,国际,302,50,78,2017/5/5 21:50,2017/5/6 0:15,57,2,63,96,161,1.5 
1488,2017/5/6,国际,302,50,78,2017/5/6 21:50,2017/5/7 0:15,57,2,67,64,161,1.5 
1489,2017/5/8,国际,302,50,78,2017/5/8 21:50,2017/5/9 0:15,58,2,27,62,161,1.5 
1490,2017/5/7,国际,302,50,78,2017/5/7 21:50,2017/5/8 0:15,58,2,42,67,161,1.5 
1491,2017/5/5,国际,3,61,12,2017/5/5 11:30,2017/5/5 14:15,86,2,120,0,155,1.5 
1492,2017/5/8,国际,3,61,12,2017/5/8 11:30,2017/5/8 14:15,110,2,106,0,161,1.5 
1493,2017/5/8,国际,4,12,61,2017/5/8 15:15,2017/5/8 18:00,110,2,130,0,161,1.5 
1494,2017/5/5,国际,4,12,61,2017/5/5 15:15,2017/5/5 18:00,86,2,60,0,155,1.5 
1495,2017/5/5,国际,511,50,60,2017/5/5 14:05,2017/5/5 16:10,110,2,109,22,161,1.5 
1496,2017/5/6,国际,511,50,60,2017/5/6 14:05,2017/5/6 16:10,116,2,41,23,161,1.5 
1497,2017/5/7,国际,511,50,60,2017/5/7 14:05,2017/5/7 16:10,110,2,41,11,161,1.5 
1498,2017/5/8,国际,511,50,60,2017/5/8 14:05,2017/5/8 16:10,91,2,53,5,155,1.5 
1499,2017/5/5,国际,510,60,50,2017/5/5 16:05,2017/5/5 18:10,116,2,121,8,161,1.5 
1500,2017/5/6,国际,510,60,50,2017/5/6 16:05,2017/5/6 18:10,110,2,117,51,161,1.5 
1501,2017/5/7,国际,510,60,50,2017/5/7 16:05,2017/5/7 18:10,91,2,111,17,155,1.5 
1502,2017/5/8,国际,510,60,50,2017/5/8 16:05,2017/5/8 18:10,106,2,54,11,161,1.5 
1503,2017/5/6,国际,14,50,12,2017/5/6 9:00,2017/5/6 12:00,95,2,115,0,155,1.5 
1504,2017/5/6,国际,15,12,50,2017/5/6 13:00,2017/5/6 15:50,95,2,111,0,155,1.5 
1505,2017/5/7,国际,284,9,50,2017/5/7 18:25,2017/5/7 21:25,111,2,100,0,161,1.5 
1506,2017/5/5,国际,284,9,50,2017/5/5 18:25,2017/5/5 21:25,55,2,125,0,161,1.5 
1507,2017/5/5,国内,280,33,50,2017/5/5 21:55,2017/5/5 23:45,80,2,99,0,161,1.0 
1508,2017/5/7,国内,280,33,50,2017/5/7 21:55,2017/5/7 23:45,5,2,144,0,183,1.0 
1509,2017/5/5,国际,275,50,9,2017/5/5 14:35,2017/5/5 17:25,55,2,141,0,161,1.5 
1510,2017/5/7,国际,275,50,9,2017/5/7 14:35,2017/5/7 17:25,111,2,157,0,161,1.5 
1511,2017/5/5,国内,279,50,33,2017/5/5 19:20,2017/5/5 21:10,80,2,119,0,161,1.0 
1512,2017/5/7,国内,279,50,33,2017/5/7 19:20,2017/5/7 21:10,5,2,72,0,183,1.0 
1513,2017/5/7,国际,494,15,50,2017/5/7 17:50,2017/5/7 19:25,46,1,58,0,119,1.5 
1514,2017/5/5,国际,494,15,50,2017/5/5 17:50,2017/5/5 19:25,46,1,59,0,119,1.5 
1515,2017/5/5,国际,493,50,15,2017/5/5 15:10,2017/5/5 16:50,46,1,49,0,119,1.5 
1516,2017/5/7,国际,493,50,15,2017/5/7 15:10,2017/5/7 16:50,46,1,36,0,119,1.5 
1517,2017/5/5,国内,48,60,52,2017/5/5 21:30,2017/5/5 23:25,119,2,160,23,183,1.0 
1518,2017/5/6,国内,48,60,52,2017/5/6 21:30,2017/5/6 23:25,83,2,118,23,161,1.0 
1519,2017/5/7,国内,48,60,52,2017/5/7 21:30,2017/5/7 23:25,73,2,88,18,161,1.0 
1520,2017/5/8,国内,48,60,52,2017/5/8 21:30,2017/5/8 23:25,9,2,98,10,161,1.0 
1521,2017/5/5,国内,47,52,60,2017/5/5 8:00,2017/5/5 9:50,140,2,118,20,183,1.0 
1522,2017/5/6,国内,47,52,60,2017/5/6 8:00,2017/5/6 9:50,62,2,106,24,161,1.0 
1523,2017/5/7,国内,47,52,60,2017/5/7 8:00,2017/5/7 9:50,120,2,80,17,183,1.0 
1524,2017/5/8,国内,47,52,60,2017/5/8 8:00,2017/5/8 9:50,82,2,79,9,161,1.0 
1525,2017/5/5,国内,47,60,77,2017/5/5 10:40,2017/5/5 12:50,140,2,151,20,183,1.0 
1526,2017/5/6,国内,47,60,77,2017/5/6 10:40,2017/5/6 12:40,62,2,108,24,161,1.0 
1527,2017/5/7,国内,47,60,77,2017/5/7 10:40,2017/5/7 12:50,120,2,90,17,183,1.0 
1528,2017/5/8,国内,47,60,77,2017/5/8 10:40,2017/5/8 12:40,82,2,79,9,161,1.0 
1529,2017/5/5,国内,48,77,60,2017/5/5 18:40,2017/5/5 20:40,119,2,138,23,183,1.0 
1530,2017/5/6,国内,48,77,60,2017/5/6 18:40,2017/5/6 20:40,83,2,97,23,161,1.0 
1531,2017/5/7,国内,48,77,60,2017/5/7 18:40,2017/5/7 20:40,73,2,94,18,161,1.0 
1532,2017/5/8,国内,48,77,60,2017/5/8 18:40,2017/5/8 20:40,9,2,61,10,161,1.0 
1533,2017/5/5,国内,62,77,54,2017/5/5 18:00,2017/5/5 20:25,114,2,96,58,161,1.0 
1534,2017/5/7,国内,62,77,54,2017/5/7 18:00,2017/5/7 20:25,95,2,90,12,155,1.0 
1535,2017/5/5,国内,60,50,54,2017/5/5 11:40,2017/5/5 13:55,114,2,63,54,161,1.0 
1536,2017/5/7,国内,60,50,54,2017/5/7 11:40,2017/5/7 13:55,95,2,55,71,155,1.0 
1537,2017/5/8,国内,60,50,54,2017/5/8 11:40,2017/5/8 13:55,70,2,50,57,161,1.0 
1538,2017/5/5,国内,62,54,50,2017/5/5 21:20,2017/5/5 23:25,114,2,104,58,161,1.0 
1539,2017/5/7,国内,62,54,50,2017/5/7 21:20,2017/5/7 23:25,95,2,36,12,155,1.0 
1540,2017/5/8,国内,62,77,54,2017/5/8 18:00,2017/5/8 20:25,70,2,78,20,161,1.0 
1541,2017/5/8,国内,62,54,50,2017/5/8 21:20,2017/5/8 23:25,70,2,57,20,161,1.0 
1542,2017/5/5,国内,60,54,77,2017/5/5 15:00,2017/5/5 17:15,114,2,73,54,161,1.0 
1543,2017/5/7,国内,60,54,77,2017/5/7 15:00,2017/5/7 17:15,95,2,36,71,155,1.0 
1544,2017/5/8,国内,60,54,77,2017/5/8 15:00,2017/5/8 17:15,70,2,5,57,161,1.0 
1545,2017/5/6,国内,67,58,78,2017/5/6 10:45,2017/5/6 12:35,8,2,96,50,161,1.0 
1546,2017/5/8,国内,67,58,78,2017/5/8 10:45,2017/5/8 12:35,8,2,75,49,161,1.0 
1547,2017/5/5,国内,67,49,58,2017/5/5 8:15,2017/5/5 9:55,13,2,71,44,161,1.0 
1548,2017/5/7,国内,67,49,58,2017/5/7 8:15,2017/5/7 9:55,93,2,49,72,155,1.0 
1549,2017/5/5,国内,67,58,78,2017/5/5 10:45,2017/5/5 12:35,13,2,94,44,161,1.0 
1550,2017/5/7,国内,67,58,78,2017/5/7 10:45,2017/5/7 12:35,93,2,64,72,155,1.0 
1551,2017/5/6,国内,68,78,58,2017/5/6 18:45,2017/5/6 20:35,14,2,55,22,161,1.0 
1552,2017/5/8,国内,68,78,58,2017/5/8 18:45,2017/5/8 20:35,14,2,33,22,161,1.0 
1553,2017/5/6,国内,68,58,49,2017/5/6 21:20,2017/5/6 22:55,14,2,96,22,161,1.0 
1554,2017/5/8,国内,68,58,49,2017/5/8 21:20,2017/5/8 22:55,14,2,22,22,161,1.0 
1555,2017/5/7,国内,68,78,58,2017/5/7 18:45,2017/5/7 20:35,115,2,70,10,161,1.0 
1556,2017/5/7,国内,68,58,49,2017/5/7 21:20,2017/5/7 22:55,115,2,74,10,161,1.0 
1557,2017/5/5,国内,68,78,58,2017/5/5 18:45,2017/5/5 20:35,19,2,86,41,161,1.0 
1558,2017/5/6,国内,67,49,58,2017/5/6 8:15,2017/5/6 9:55,8,2,81,50,161,1.0 
1559,2017/5/8,国内,67,49,58,2017/5/8 8:15,2017/5/8 9:55,8,2,53,49,161,1.0 
1560,2017/5/5,国内,68,58,49,2017/5/5 21:20,2017/5/5 22:55,19,2,98,41,161,1.0 
1561,2017/5/5,国内,110,63,25,2017/5/5 21:50,2017/5/6 0:15,91,2,53,0,155,1.0 
1562,2017/5/6,国内,110,63,25,2017/5/6 21:50,2017/5/7 0:15,35,2,69,0,161,1.0 
1563,2017/5/8,国内,110,63,25,2017/5/8 21:50,2017/5/9 0:15,19,2,140,0,161,1.0 
1564,2017/5/5,国内,111,25,63,2017/5/5 6:35,2017/5/5 9:05,64,2,123,0,161,1.0 
1565,2017/5/6,国内,111,25,63,2017/5/6 6:25,2017/5/6 8:55,91,2,101,0,155,1.0 
1566,2017/5/7,国内,111,25,63,2017/5/7 6:25,2017/5/7 8:55,109,2,95,0,161,1.0 
1567,2017/5/5,国内,461,49,53,2017/5/5 7:55,2017/5/5 9:35,41,1,118,0,119,1.0 
1568,2017/5/7,国内,461,49,53,2017/5/7 7:55,2017/5/7 9:35,42,1,111,0,119,1.0 
1569,2017/5/8,国内,461,49,53,2017/5/8 7:55,2017/5/8 9:35,42,1,117,0,119,1.0 
1570,2017/5/7,国内,462,53,49,2017/5/7 10:35,2017/5/7 12:00,42,1,51,0,119,1.0 
1571,2017/5/5,国内,462,53,49,2017/5/5 10:35,2017/5/5 12:00,41,1,105,0,119,1.0 
1572,2017/5/8,国内,462,53,49,2017/5/8 10:35,2017/5/8 12:00,42,1,50,0,119,1.0 
1573,2017/5/5,国内,327,67,32,2017/5/5 21:25,2017/5/5 23:00,83,2,136,0,161,1.0 
1574,2017/5/7,国内,327,67,32,2017/5/7 21:25,2017/5/7 23:00,38,2,113,0,161,1.0 
1575,2017/5/8,国内,327,67,32,2017/5/8 21:25,2017/5/8 23:00,39,2,102,0,161,1.0 
1576,2017/5/5,国内,271,36,52,2017/5/5 22:05,2017/5/6 0:10,61,2,161,0,161,1.0 
1577,2017/5/6,国内,271,36,52,2017/5/6 22:05,2017/5/7 0:10,102,2,97,0,161,1.0 
1578,2017/5/7,国内,271,36,52,2017/5/7 22:05,2017/5/8 0:10,82,2,96,0,161,1.0 
1579,2017/5/8,国内,271,36,52,2017/5/8 22:05,2017/5/9 0:10,52,2,57,0,161,1.0 
1580,2017/5/5,国内,276,41,50,2017/5/5 21:55,2017/5/5 23:55,39,2,123,0,161,1.0 
1581,2017/5/7,国内,276,41,50,2017/5/7 21:55,2017/5/7 23:55,39,2,110,0,161,1.0 
1582,2017/5/5,国内,277,52,34,2017/5/5 7:35,2017/5/5 10:10,129,2,144,0,183,1.0 
1583,2017/5/6,国内,277,52,34,2017/5/6 7:35,2017/5/6 10:10,61,2,120,0,161,1.0 
1584,2017/5/8,国内,277,52,34,2017/5/8 7:35,2017/5/8 10:10,140,2,68,0,183,1.0 
1585,2017/5/5,国内,270,52,36,2017/5/5 10:35,2017/5/5 13:05,76,2,161,0,161,1.0 
1586,2017/5/6,国内,270,52,36,2017/5/6 10:35,2017/5/6 13:05,38,2,89,0,161,1.0 
1587,2017/5/7,国内,270,52,36,2017/5/7 10:35,2017/5/7 13:05,75,2,78,0,161,1.0 
1588,2017/5/8,国内,270,52,36,2017/5/8 10:35,2017/5/8 13:05,73,2,108,0,161,1.0 
1589,2017/5/5,国内,278,34,52,2017/5/5 10:55,2017/5/5 13:15,129,2,132,0,183,1.0 
1590,2017/5/6,国内,278,34,52,2017/5/6 10:55,2017/5/6 13:15,61,2,128,0,161,1.0 
1591,2017/5/8,国内,278,34,52,2017/5/8 10:55,2017/5/8 13:15,140,2,137,0,183,1.0 
1592,2017/5/5,国内,274,50,41,2017/5/5 19:05,2017/5/5 21:10,39,2,85,0,161,1.0 
1593,2017/5/7,国内,274,50,41,2017/5/7 19:05,2017/5/7 21:10,39,2,68,0,161,1.0 
1594,2017/5/5,国内,440,61,66,2017/5/5 7:10,2017/5/5 8:35,79,2,148,0,161,1.0 
1595,2017/5/7,国内,440,61,66,2017/5/7 7:10,2017/5/7 8:35,86,2,155,0,155,1.0 
1596,2017/5/8,国内,440,61,66,2017/5/8 7:10,2017/5/8 8:35,85,2,149,0,155,1.0 
1597,2017/5/6,国内,440,61,66,2017/5/6 7:10,2017/5/6 8:35,51,2,120,0,161,1.0 
1598,2017/5/5,国内,445,61,66,2017/5/5 7:00,2017/5/5 8:25,52,2,149,0,161,1.0 
1599,2017/5/6,国内,445,61,66,2017/5/6 7:00,2017/5/6 8:25,79,2,132,0,161,1.0 
1600,2017/5/7,国内,445,61,66,2017/5/7 7:00,2017/5/7 8:25,51,2,161,0,161,1.0 
1601,2017/5/8,国内,445,61,66,2017/5/8 7:00,2017/5/8 8:25,110,2,158,0,161,1.0 
1602,2017/5/5,国内,449,50,62,2017/5/5 16:30,2017/5/5 17:55,30,1,119,0,119,1.0 
1603,2017/5/7,国内,449,50,62,2017/5/7 16:30,2017/5/7 17:55,75,2,72,0,161,1.0 
1604,2017/5/8,国内,449,50,62,2017/5/8 16:30,2017/5/8 17:55,31,1,45,0,119,1.0 
1605,2017/5/5,国内,442,66,61,2017/5/5 9:25,2017/5/5 11:00,79,2,75,0,161,1.0 
1606,2017/5/6,国内,442,66,61,2017/5/6 9:25,2017/5/6 11:00,51,2,129,0,161,1.0 
1607,2017/5/7,国内,442,66,61,2017/5/7 9:25,2017/5/7 11:00,86,2,141,0,155,1.0 
1608,2017/5/8,国内,442,66,61,2017/5/8 9:25,2017/5/8 11:00,85,2,108,0,155,1.0 
1609,2017/5/6,国内,446,66,61,2017/5/6 9:10,2017/5/6 10:45,79,2,140,0,161,1.0 
1610,2017/5/7,国内,446,66,61,2017/5/7 9:10,2017/5/7 10:45,51,2,156,0,161,1.0 
1611,2017/5/8,国内,446,66,61,2017/5/8 9:10,2017/5/8 10:45,110,2,114,0,161,1.0 
1612,2017/5/5,国内,450,62,50,2017/5/5 18:55,2017/5/5 20:25,95,2,77,0,155,1.0 
1613,2017/5/7,国内,450,62,50,2017/5/7 18:55,2017/5/7 20:25,74,2,47,0,161,1.0 
1614,2017/5/8,国内,450,62,50,2017/5/8 18:55,2017/5/8 20:25,41,1,26,0,119,1.0 
1615,2017/5/5,国内,446,66,61,2017/5/5 9:10,2017/5/5 10:45,52,2,71,0,161,1.0 
1616,2017/5/6,国内,341,52,72,2017/5/6 8:10,2017/5/6 11:05,129,2,74,0,183,1.0 
1617,2017/5/7,国内,341,52,72,2017/5/7 8:10,2017/5/7 11:05,129,2,80,0,183,1.0 
1618,2017/5/8,国内,341,52,72,2017/5/8 8:10,2017/5/8 11:05,130,2,76,0,183,1.0 
1619,2017/5/6,国内,336,50,51,2017/5/6 18:40,2017/5/6 20:05,80,2,2,17,161,1.0 
1620,2017/5/6,国内,336,51,67,2017/5/6 21:00,2017/5/6 22:55,80,2,76,17,161,1.0 
1621,2017/5/5,国内,341,52,72,2017/5/5 8:10,2017/5/5 11:05,120,2,167,0,183,1.0 
1622,2017/5/5,国内,333,67,52,2017/5/5 19:30,2017/5/5 21:50,38,2,119,0,161,1.0 
1623,2017/5/6,国内,333,67,52,2017/5/6 19:30,2017/5/6 21:50,61,2,70,0,161,1.0 
1624,2017/5/7,国内,333,67,52,2017/5/7 19:30,2017/5/7 21:50,129,2,98,0,183,1.0 
1625,2017/5/8,国内,333,67,52,2017/5/8 19:30,2017/5/8 21:50,83,2,50,0,161,1.0 
1626,2017/5/6,国内,342,72,52,2017/5/6 12:10,2017/5/6 15:05,129,2,104,0,183,1.0 
1627,2017/5/7,国内,342,72,52,2017/5/7 12:10,2017/5/7 15:05,129,2,183,0,183,1.0 
1628,2017/5/8,国内,342,72,52,2017/5/8 12:10,2017/5/8 15:05,130,2,141,0,183,1.0 
1629,2017/5/6,国内,338,67,51,2017/5/6 8:30,2017/5/6 10:25,72,2,67,79,161,1.0 
1630,2017/5/6,国内,338,51,50,2017/5/6 11:10,2017/5/6 12:25,72,2,29,79,161,1.0 
1631,2017/5/5,国内,342,72,52,2017/5/5 12:10,2017/5/5 15:05,120,2,168,0,183,1.0 
1632,2017/5/7,国内,331,71,38,2017/5/7 19:50,2017/5/7 21:25,16,2,39,40,161,1.0 
1633,2017/5/7,国内,331,38,50,2017/5/7 22:25,2017/5/7 23:50,16,2,45,40,161,1.0 
1634,2017/5/6,国内,331,71,38,2017/5/6 19:50,2017/5/6 21:25,39,2,56,42,161,1.0 
1635,2017/5/6,国内,330,50,38,2017/5/6 14:35,2017/5/6 16:15,39,2,35,31,161,1.0 
1636,2017/5/7,国内,330,50,38,2017/5/7 14:35,2017/5/7 16:15,16,2,41,16,161,1.0 
1637,2017/5/6,国内,331,38,50,2017/5/6 22:25,2017/5/6 23:50,39,2,93,42,161,1.0 
1638,2017/5/6,国内,330,38,71,2017/5/6 17:25,2017/5/6 19:05,39,2,94,31,161,1.0 
1639,2017/5/7,国内,330,38,71,2017/5/7 17:25,2017/5/7 19:05,16,2,107,16,161,1.0 
1640,2017/5/5,国内,332,52,67,2017/5/5 16:05,2017/5/5 18:30,38,2,149,0,161,1.0 
1641,2017/5/6,国内,332,52,67,2017/5/6 16:05,2017/5/6 18:30,61,2,110,0,161,1.0 
1642,2017/5/7,国内,332,52,67,2017/5/7 16:05,2017/5/7 18:30,129,2,84,0,183,1.0 
1643,2017/5/8,国内,332,52,67,2017/5/8 16:05,2017/5/8 18:30,83,2,69,0,161,1.0 
1644,2017/5/5,国内,359,61,72,2017/5/5 17:20,2017/5/5 20:10,113,2,111,0,161,1.0 
1645,2017/5/6,国内,359,61,72,2017/5/6 17:20,2017/5/6 20:10,100,2,97,0,161,1.0 
1646,2017/5/7,国内,359,61,72,2017/5/7 17:20,2017/5/7 20:10,116,2,75,0,161,1.0 
1647,2017/5/8,国内,359,61,72,2017/5/8 17:20,2017/5/8 20:10,87,2,70,0,155,1.0 
1648,2017/5/5,国内,360,72,61,2017/5/5 21:10,2017/5/5 23:55,113,2,124,0,161,1.0 
1649,2017/5/5,国内,361,49,67,2017/5/5 15:10,2017/5/5 17:40,56,2,134,0,161,1.0 
1650,2017/5/6,国内,361,49,67,2017/5/6 15:10,2017/5/6 17:40,92,2,84,0,155,1.0 
1651,2017/5/7,国内,361,49,67,2017/5/7 15:10,2017/5/7 17:40,124,2,74,0,183,1.0 
1652,2017/5/8,国内,361,49,67,2017/5/8 15:10,2017/5/8 17:40,129,2,95,0,183,1.0 
1653,2017/5/5,国内,366,32,72,2017/5/5 16:50,2017/5/5 18:40,129,2,179,3,183,1.0 
1654,2017/5/6,国内,366,32,72,2017/5/6 16:50,2017/5/6 18:40,139,2,122,0,183,1.0 
1655,2017/5/7,国内,366,32,72,2017/5/7 16:50,2017/5/7 18:40,139,2,113,16,183,1.0 
1656,2017/5/8,国内,366,32,72,2017/5/8 16:50,2017/5/8 18:40,140,2,80,8,183,1.0 
1657,2017/5/5,国内,370,52,68,2017/5/5 14:10,2017/5/5 16:35,49,2,160,0,161,1.0 
1658,2017/5/6,国内,370,52,68,2017/5/6 14:10,2017/5/6 16:35,34,2,127,0,161,1.0 
1659,2017/5/7,国内,370,52,68,2017/5/7 14:10,2017/5/7 16:35,34,2,97,0,161,1.0 
1660,2017/5/8,国内,370,52,68,2017/5/8 14:10,2017/5/8 16:35,34,2,96,0,161,1.0 
1661,2017/5/5,国内,366,52,32,2017/5/5 14:15,2017/5/5 15:55,129,2,119,3,183,1.0 
1662,2017/5/6,国内,366,52,32,2017/5/6 14:15,2017/5/6 15:55,139,2,130,0,183,1.0 
1663,2017/5/7,国内,366,52,32,2017/5/7 14:15,2017/5/7 15:55,139,2,62,16,183,1.0 
1664,2017/5/8,国内,366,52,32,2017/5/8 14:15,2017/5/8 15:55,140,2,78,8,183,1.0 
1665,2017/5/5,国内,367,72,32,2017/5/5 19:40,2017/5/5 21:30,129,2,129,17,183,1.0 
1666,2017/5/6,国内,367,72,32,2017/5/6 19:40,2017/5/6 21:30,139,2,52,3,183,1.0 
1667,2017/5/7,国内,367,72,32,2017/5/7 19:40,2017/5/7 21:30,139,2,55,3,183,1.0 
1668,2017/5/8,国内,367,72,32,2017/5/8 19:40,2017/5/8 21:30,140,2,29,1,183,1.0 
1669,2017/5/5,国内,363,67,49,2017/5/5 18:45,2017/5/5 21:10,56,2,108,0,161,1.0 
1670,2017/5/7,国内,363,67,49,2017/5/7 18:45,2017/5/7 21:10,124,2,91,0,183,1.0 
1671,2017/5/8,国内,363,67,49,2017/5/8 18:45,2017/5/8 21:10,129,2,124,0,183,1.0 
1672,2017/5/5,国内,367,32,52,2017/5/5 22:20,2017/5/5 23:55,129,2,109,17,183,1.0 
1673,2017/5/6,国内,367,32,52,2017/5/6 22:20,2017/5/6 23:55,139,2,115,3,183,1.0 
1674,2017/5/7,国内,367,32,52,2017/5/7 22:20,2017/5/7 23:55,139,2,75,3,183,1.0 
1675,2017/5/8,国内,367,32,52,2017/5/8 22:20,2017/5/8 23:55,140,2,48,1,183,1.0 
1676,2017/5/6,国内,363,67,49,2017/5/6 18:45,2017/5/6 21:10,92,2,105,0,155,1.0 
1677,2017/5/6,国内,360,72,61,2017/5/6 21:10,2017/5/6 23:55,100,2,104,0,161,1.0 
1678,2017/5/8,国内,360,72,61,2017/5/8 21:10,2017/5/8 23:55,87,2,106,0,155,1.0 
1679,2017/5/7,国内,360,72,61,2017/5/7 21:10,2017/5/7 23:55,116,2,109,0,161,1.0 
1680,2017/5/5,国内,372,27,46,2017/5/5 7:50,2017/5/5 9:50,137,2,114,63,183,1.0 
